"ID","Name","Source","Repository","License","Language","Formats","Tags","Duplicates","Elements","Relationship","Views"
"id-6a18db2b","SMAG V3","GitHub","amgadabdelhafez/IT4IT-RA-in-Archi","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","4","573","308","31"
"172cfc0e","9 Client Session State","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","42","43","1"
"570928ca","Xerofone","GitHub","borkdominik/CM2KG","MIT License","en","XML,CSV,JSON,ARCHIMATE","","0","128","75","10"
"_tm9r0NZOEeqgY5yD8SByCQ","ts5yr","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","16","13","1"
"2ee39ab4-14d4-41ef-8482-b59b462feab8","FluTrack","GitHub","Ecosify/COVID-Community-Health-App-Docs","Not found","en","XML,CSV,JSON,ARCHIMATE","WARNING","0","32","57","3"
"id-c874bd6f-c66d-4b19-82bb-909e4f300ead","Archi Banking Group Case","Other","","","en","XML,CSV,JSON,ARCHIMATE","","0","1385","2531","79"
"b49a7068","9 factories","GitHub","meta-tabchen/CCL2022-HumorComputing-Solution","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","34","44","3"
"_udxBwOA9Ee2WPKO9eknDFA","FleXtory Step 4","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","31","19","2"
"id-bd8090d37f1f4ebea1eccc5a45aee220","SpeedyCompany","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","107","157","7"
"id-7e1364ba-13c1-4f83-a0f7-af6cbd8c7b32","ATAM","GitHub","pieterderycke/archimate-tools","MIT","en","ARCHIMATE,XML,CSV,JSON","","0","30","39","1"
"id-f2582a54958740c58b4b3e64898459ab","mParticle","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","28","30","1"
"_S8g1YDO1EemuL8kiMfd-Jw","Integración PSP/Banco/COELSA","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","18","18","1"
"1910654e","NewLightning","GitHub","magnuskiro/NTNU","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","115","119","9"
"a30f8ccf","Kinectical","GitHub","xufuou/Kinectical","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","138","252","23"
"149d2cb3-a371-4e10-9385-e71dbad94cd7","(new model)","GitHub","pedroleitao1999/projetos","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","27","26","1"
"id-3d54d4b1","EIRA v5.0.0","Other","","","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","623","1203","14"
"41272c17-d796-4f9c-9261-49ddf616dc7f","DM 2020 Template","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","15","13","1"
"_fIgpAJPFEeqqGZh46IEtXQ","Core.DA.Archimate","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","17","23","1"
"id-44e22461053d46fdaf1568c37283b9a0","(new model)","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","52","80","1"
"_DSEjgPdjEeqygJczXaaxEQ","hip-platform","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","58","77","8"
"030fbad3-cdb2-4ed5-96b5-b03a569eb482","hachyderm.io enterprise ","GitHub","bravok/hachyderm-architecture","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","142","169","4"
"db0fef03-664f-463a-b7a5-47e7a5f396b1","ClusterCloud","GitHub","pfriedma/architecture-rpi","Unspecified","en","ARCHIMATE,XML,CSV,JSON","","0","92","134","13"
"_l_fD8KF6EemWLqKkNNGPFg","tim architectural diagram","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","17","16","1"
"d3654fb0-c160-41e9-bea1-4dcdb14adfe3","Tembea","GitHub","reiosantos/tembea","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","23","21","3"
"_XiLQwCPcEey-A40W5C_9dw","project IT478","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","15","13","1"
"id-cf89295323f94dfab6aedc29df7b9bf4","MEX0189-DWH-6.5 Detail","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","357","466","10"
"id-d350f11fa54a4d808c0f46b0f1912b23","(new model)","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","93","110","1"
"aef727b8","Service Locator","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","35","43","1"
"6cb8c60e-ca62-42e6-8a11-7ae522ece81f","InfoSec","GitHub","scmunk/schugo","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","130","119","5"
"625e5daa","6 standalone classes","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","17","12","1"
"id-96f2300553fe42ad9bfa0f0fcacd8dc4","Service Integration Overview","GitHub","DigiBP/Hoselupf","Apache License 2.0","en","ARCHIMATE,XML,CSV,JSON","","0","11","15","1"
"id-7e63340ae7204e1898181cc4fb327eb9","Modellenbibliotheek MVP","GitHub","pldn/rdf-respec","Unspecified","en","ARCHIMATE,XML,CSV,JSON","","0","10","11","1"
"id-28f1715d-5139-44b4-87fa-195c2d0ea57f","OpenDRR","GitHub","OpenDRR/documentation","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","167","240","13"
"_vLFnkN0YEe24pIyRZ_lLDw","FleXtory Step 2","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","22","18","2"
"9ec7e367-4ee8-4ae2-b491-0c9bb1ef4db4","Pattern169: VendingMachine","GitHub","robertorgarcia/EAPatterns","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","60","97","5"
"c9d94178-2a2c-4dd1-9dd0-ffedbb1f6ba7","11 Patterns for Type Model Design","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","96","93","7"
"c2873127","1 Table Module","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","20","13","1"
"c3c30aff","Command","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","32","40","2"
"29044c9a","","Other","","","en","XML,CSV,JSON,ARCHIMATE","WARNING","0","64","52","1"
"1d2df9e1","9 open host service","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","26","56","2"
"b573d635","Visitor","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE,WARNING","1","186","246","4"
"id-477b58ac5114453ba1295231e71d0511","AACC-Baseline","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","123","217","2"
"8fd1f70c","PSNModelMate","GitHub","borkdominik/CM2KG","MIT","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","5","49","32","2"
"id-8d66e8ed-2b05-49dd-bdd4-8051ebffd4f9","SmellExample","GitHub","borkdominik/CM2KG","MIT","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","47","88","1"
"639c66a6","Adapter","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","14","20","5"
"72a4b5b6-5b33-49df-8fbb-36e3e931d39c","wfmc_reference_architecture","GitHub","I2PM/Cloudbased-S-BPM-WfMS","MIT","en","XML,CSV,JSON,ARCHIMATE","","0","45","59","1"
"id-4bb4b2d6","ServiceNow","GitHub","FekraTechnology/SmartSLA","MIT","en","XML,CSV,JSON,ARCHIMATE","","0","74","77","1"
"bf3cf619-5b1b-43bd-b5e3-98a4dd678ad1","Data Management by Design","GitHub","Data-Management-by-Design/DMbD","CC-BY-4.0","en","XML,CSV,JSON,ARCHIMATE","","0","334","418","16"
"_YHtXUEZ3EeqonN_RS9oRzw","hip-platform","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","58","77","8"
"3958abf2-9ff0-44f3-a1d5-3482c19aa420","Data model test","GenMyModel","","","en","XML,JSON","","0","20","16","2"
"4e9de18f","metamodel","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","94","154","3"
"id-c5fa666d-1cf4-4f3f-b386-f7fc605574fa","Interoperability testing snippet-9","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","48","42","1"
"8a5c8fb2-3aec-4107-8598-d83b4c4e74c7","TOOP Architecture","GitHub","TOOP4EU/toop-goopra-models","Apache License 2.0","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","2","133","221","15"
"_gHMcwHnEEeqeQcxm9hmzHw","cs490LogicalComponent","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","22","3","1"
"4eeee352-c5fc-4ea8-b117-c39a2a6a20ee","Pattern166: BUSINESS INTELLIGENCE","GitHub","robertorgarcia/EAPatterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","37","59","4"
"9c94935f","Proxy","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","32","61","2"
"86a15137","Composite","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","52","49","2"
"9224720b","6 conformist","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","18","41","2"
"9f551bba-8c3c-48fd-99ed-0bd90fe02aba","Pattern173: Resources are Scarce","GitHub","robertorgarcia/EAPatterns","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","70","95","6"
"8d459438","Observer","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","28","41","2"
"69e009be","8 Implicit Lock","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","27","43","1"
"_IZGy8JDSEeqwvcm2LAkYWA","Demo","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","65","58","1"
"id-11f5304f","Archisurance","GitHub","mmorga/archimate-diff","Apache License 2.0","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","6","120","176","17"
"7bf9da2d-5dd9-45a2-96b0-fc14a5841959","Data model test","GenMyModel","","","en","XML,JSON","","0","15","11","1"
"5ff858c6","2 continuous integration","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","25","45","2"
"2ed8335f","10 Registry","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","24","25","1"
"id-8aa550a3f57941e69cfd20a06a01e15b","Sandbox-Lapierre, Jean B","GitHub","sara-sabr/EA-models","CC0-1.0","en","ARCHIMATE,XML,CSV,JSON","WARNING","0","1439","1145","35"
"e032f791-f252-4435-941f-be413f061c77","Ethereum","GitHub","web3examples/ipfs","MIT","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","3","37","54","4"
"_x1T1wHNOEeyzq6ra3GZCdA","operation1","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","10","7","1"
"id-d33b0dca-0dff-4e51-a077-109a4cc204dd","The Open Group Commercial Aviation Reference Architecture","GitHub","sara-sabr/EA-models","CC0-1.0","en","ARCHIMATE,XML,CSV,JSON","","0","924","1225","72"
"id-7b8f2a6a","MDM","GitHub","CapgeminiNorway/AgileArchitect","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","4","10","13","1"
"87f3381e-e23f-4f7d-9d1f-7d481c25ffca","PFL","GitHub","ideacrew/archi_pfl","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","116","114","2"
"18975096","PHT","GitHub","PersonalHealthTrain/Documentation","MIT","en","ARCHIMATE,XML,CSV,JSON","","0","55","85","7"
"2cc8b701-3a83-45bf-9da8-77b6c16a6b65","JSON and JSON Schema","GitHub","Archi-Blair/JSON-Schema-in-RBAC","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","40","78","3"
"83985432","4a Embedded Value","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","97","140","1"
"id-43ca479363a342738a4a13979d380b09","ArchiMetal_ApplicationArchitecture","GitHub","borkdominik/CM2KG","MIT","en","XML,CSV,JSON,ARCHIMATE","","0","17","22","1"
"id-f9e405c50afb449692231e004717740e","ELAP invalid solution","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","30","20","1"
"7f68891f-b81e-45fc-9e3a-a13810623aa6","Generic Angular Application","GenMyModel","","","en","XML,JSON","","0","20","17","3"
"id-47347ba0398b47a989d1e608da58d00a","Assembler Refactoring","GitHub","apache/incubator-kie-drools","Apache License 2.0","en","ARCHIMATE,XML,CSV,JSON","","0","28","35","3"
"d4a0588e-c630-48ff-ba4c-925ab0707f51","VPL Case: Traveling with a low-cost airline","Other","unibz-core/vpl","Unspecified","en","XML,CSV,JSON,ARCHIMATE","WARNING","0","104","191","6"
"id-33790743a2234247ae1481343c93e6fd","Archi DevSecOps 0.1","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","99","195","13"
"EAPK_DC0FE43C_E8E3_4b6e_ACD8_B7A3AB655837","RefArch_Per","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","505","406","42"
"2ed31cd1","1 model-driven design","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","22","21","3"
"_eJ7AoPndEeqzNvdhjEdfGw","Archimate","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","45","0","1"
"85906fa6","5 pluggable component framework","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","44","70","2"
"id-363d5e2d641f4975acd4fe60a0c5a2fb","heeus-ce-se","GitHub","voedger/voedger","MIT","en","ARCHIMATE,XML,CSV,JSON","","0","23","30","4"
"id-f9177a4512df4ecd9eaafdb1243f2bdd","ELAP valid solution","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","41","40","1"
"id-5c84c74cb5bf4fe49486952ef88c98b6","TDW Glossary","GitHub","mwherman2000/tdw-glossary-1","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","401","246","5"
"251a4ff3-8ee9-4577-b9b1-ab45b770e127","signal-collector","GitHub","cherkavi/python-utilities","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","26","29","1"
"6e740d83-313a-41a8-8df5-5d59fe2bb596","(new model)","GitHub","S65-2-project/GoogleDriveDocumentation","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","20","30","1"
"538fc6dc-10f0-4ab5-9fc0-016da138bd1e","ARCA","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","80","65","2"
"id-a5948529aa774cf68c513b01399eea49","OCHRO Digital Suite Tools","GitHub","sara-sabr/EA-models","CC0-1.0","en","ARCHIMATE,XML,CSV,JSON","","0","137","211","4"
"e67570ce-810c-44e5-826f-d7efa5eca049","app example 2 (SOAP)","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE,WARNING","1","624","801","2"
"id-5aa3ca6a-35dd-4a6c-b740-70b114f4e906","Interoperability testing snippet-5","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","25","34","1"
"28a05888","5 cohesive mechanisms","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","20","43","1"
"_27C5AJ5aEey6N7ehWr0kcg","New Trim Architecture","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","23","26","1"
"id-35d0515794504ab88cf22b157c7d0315","solid-hotel-architecture","GitHub","gergelyth/solid-hotel","MIT License","en","JSON,ARCHIMATE","","0","39","50","1"
"_57r9IKeREeuXgcfNRvw02A","PractiveManagementSystem","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","20","20","1"
"_-qW9QCf4EeqqcaoAsxFIeg","miconsulado","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","16","17","1"
"_BIveEEjSEeyo8oS76GR6Gg","Fast Data CVP 1 - Plataforma digital","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","32","23","1"
"id-e9c376179f6045199226f2572a0df591","Leadership Architect","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","68","63","3"
"424943f6-9b04-4907-8694-150907e682d1","Pattern001: Repair and Maintenance","GitHub","robertorgarcia/EAPatterns","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","16","10","1"
"a769a433","10 Service Stub","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","18","20","1"
"id-322369a4-b2ad-4c96-8d58-a5d264295809","ASPICE_Core_Model","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","341","284","17"
"id-8a5c8fb2-3aec-4107-8598-d83b4c4e74c7","TOOP Architecture","GitHub","TOOP4EU/toop-goopra-models","Apache License 2.0","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","2","105","183","12"
"_AVRawKdMEeqEM7mFKilpXw","chelnokov","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","10","12","1"
"0aabff01","7 Remote Facade","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","59","50","1"
"id-1e0b799e9264465ebc4f3bdb68aaa41e","Remote_mode","GitHub","rbccps-iisc/CAV_RECON","Unspecified","en","ARCHIMATE,XML,CSV,JSON","","0","24","45","1"
"_kF0XgBTdEeuxZMUIY-ihGw","homework chart","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","25","24","4"
"_B0T8gLOWEeuARqq-icHx7Q","Rentopolis Architecture","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","10","12","1"
"09a7e34a-f042-4426-9051-01740999b0c5","NLX Architecture","GitHub","VNG-Realisatie/archi-sandbox","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","54","90","6"
"f16c85cb-083e-4f8f-9b60-4ade548e3899","PHT","GitHub","PersonalHealthTrain/Documentation","MIT","en","ARCHIMATE,XML,CSV,JSON","","0","31","44","2"
"id-a6dbfe1f-6b05-43dc-b52a-b6e3eed53315","Interoperability testing snippet-8","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","26","31","1"
"id-80e6f283abe34748a3d748120423a989","exercise3.06","GitHub","yasenstar/enterprise_architecture","GNU General Public License v3.0","en","XML,CSV,JSON,ARCHIMATE","","0","150","224","10"
"id-bd02ddb59fa646a5a82c1dd1a6af8b4c","EA Pyaterochka","GitHub","DanielVyazhev/Repository-DanielVyazhev","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","227","237","3"
"id-1af2944d-77b2-4f6a-b0ec-06cf89d9043e","ArchiSurance 3.1 Case Study (revised)","Other","","","en","XML,CSV,JSON,ARCHIMATE","WARNING","0","361","605","69"
"id-3e48d508a67c419db9a9bce4ba305958","InsuranceCompanyIC","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","80","127","8"
"7b926c41","SaaS Tool Architecture","GitHub","Arktect-Co/archimate-model-importer","MIT License","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","132","252","11"
"_X54P0Hv9Ee29ie0vpi-P5A","OST","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","14","13","1"
"_HN1GgN0nEe24pIyRZ_lLDw","FleXtory MultiView","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","47","36","2"
"a7265fb3","Builder","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","28","39","2"
"a7a32f2a","4 highlighted core","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","20","44","1"
"aec0d78f-8aab-44fa-94a3-9637b8bd5485","Kong","GitHub","danielwagn3r/apimgmt-workshop","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","10","8","2"
"d229547f","integration of bouded contexts through message queue","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","56","111","1"
"id-8b658a318d5b4050bf33a29eacf16564","(new model)","GitHub","Arktect-Co/archimate-model-importer","MIT","en","ARCHIMATE,XML,CSV,JSON","WARNING","0","92","41","4"
"545a38a6","5 value-objects","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","53","59","2"
"227120ec-5a57-437e-9e81-51af20d6354c","Sustainable patterns","GitHub","robertorgarcia/EAPatterns","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","144","140","17"
"_BWVooGzUEeqJq9Vex_oBDg","Component Just One","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","26","12","1"
"id-tTst6Tnnt.mTst6Mdl","Test6 Model","GitHub","mwherman2000/PSN.ModelMate","MIT","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","5","95","102","2"
"38dbf9d3-ca37-4f87-b172-a374a2661440","(new model)","GitHub","tarnjotsingh/wellbeing-project-report","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","17","22","1"
"31a56228-e826-46bf-812a-4fc7be7c6cdb","Chatbot","GitHub","IndiOPrime/archi_test","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","158","219","12"
"id-8764c21778384f63aea9defc8189ad51","APV","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","68","81","3"
"id-c6ce7dca631c4935b22dbf4b04a315a5","CaseStudy_y164_ArchiMetal","GitHub","yasenstar/enterprise_architecture","GNU General Public License v3.0","en","XML,CSV,JSON,ARCHIMATE","","0","174","258","15"
"_Z7j5AHR2EeqHBZyMlFJVZw","Path Planning","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","35","41","1"
"040e9057","6 Model View Controller","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","22","31","1"
"_tyPiQJRmEey7XMPwOAXJ1g","Prisna Capital","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","11","14","1"
"c77a0bd4-c4f9-41c7-9832-076cbb4dcf6e","Risk and Security Overlay","Other","","","en","XML,CSV,JSON,ARCHIMATE","WARNING","0","323","556","27"
"EAPK_1F275A5A_1926_4a2b_94DF_509A31481045","(new model)","GitHub","Arktect-Co/archimate-model-importer","MIT License","en","XML,CSV,JSON,ARCHIMATE","","0","97","45","4"
"id-b38298279bf9403ca2b84a5d73c9eedb","MOCA-CMS","GitHub","ADSIDIG/archi","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","211","284","75"
"198667f9-f68d-46a1-8bf6-01c97c861d17","Body","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","48","60","8"
"177c1bb0","eSENS-Metamodel","Other","","","en","XML,CSV,JSON,ARCHIMATE","","0","27","25","3"
"id-0c8c2f5a","one Subdomain per Bounded Context","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","16","30","1"
"id-ac81e844538b4a98bbacdadd1e2a771a","ArchiMate_Cookbook","GitHub","yasenstar/EA","GPL 3.0","en","ARCHIMATE,XML,CSV,JSON","WARNING","0","92","127","7"
"f3399bcd-1773-4a1b-9c27-582a11751c46","(new model)","GitHub","tarnjotsingh/wellbeing-project-report","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","3","42","66","1"
"_tbf2AK8cEeyVi7WGkDHboQ","airopay project timeline","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","18","15","1"
"71a9c29b","Alastria","GitHub","gelokatil/alastria-node_ceu","Apache License 2.0","en","XML,CSV,JSON,ARCHIMATE","","0","109","289","6"
"_fgRHAFV7Eeuh5NpLcuE3vA","RM workflow","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","15","14","1"
"id-882e0c2d64324cb1a5598ef4a670fd17","Contract Rummy","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","59","74","4"
"id-6d2ef878a2e34ab0891a140e24e3e201","Rentovia","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","58","91","3"
"id-fd7f332f-d9a0-474c-899a-6b333f9d4c6f","Capability model","GitHub","finos/waltz","Apache License 2.0","en","XML,CSV,JSON,ARCHIMATE","","0","228","223","1"
"id-45a9ac5f","Open Day","GitHub","davres1/ArchiModels","MIT","en","XML,JSON","","0","27","37","4"
"Id-tPrFJbaGAqAAHkfQ","
	","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","118","445","1"
"id-733a32f8da6e40e9abc6bae769f34440","Archi-Meta-Model","GitHub","yasenstar/EA","GPL 3.0","en","ARCHIMATE,XML,CSV,JSON","WARNING","0","91","111","16"
"_crI_IFTaEeuh5NpLcuE3vA","Requirements management RASU official","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","11","12","1"
"9bbd7fb2","app example 3 (REST)","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","WARNING","0","99","123","1"
"_aI0ncKTSEeqEM7mFKilpXw","ResearchPlatformStructure","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","10","10","3"
"_1QhwwNlzEe2JhIahQQsnAA","FleXtory Objective","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","31","31","1"
"99f49934","Linked Data Theatre","GitHub","architolk/Linked-Data-Theatre","GNU General Public License v3.0","en","XML,CSV,JSON,ARCHIMATE","","0","55","53","6"
"id-9f6b85e5f5994b70b91ca411cd101755","lastpass","Other","","","en","XML,CSV,JSON,ARCHIMATE","WARNING","0","74","125","2"
"id-104ef6677b314ceeb33d39418722980c","Plutus","GitHub","ShathaCodes/Plutus","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","70","86","5"
"id-87bd351a-406a-4fc7-af3e-9bc0d9311725","CentralModel","Other","","","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","171","250","1"
"_JdNQYIh8Eeu9--9sQCgRag","usecase","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","21","11","3"
"_CsP0ECWOEeuxZMUIY-ihGw","payments-arch","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","18","20","1"
"ea179add-f04d-4fbd-a585-215546bbf505","Data model test","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","20","16","1"
"c55910bd","Bridge","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","122","165","4"
"0c7decbf","2 Table Data Gateway","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","30","41","1"
"id-8310bfe4b60f4d808ead9b1f256752cd","Driving Licence Enterprise","GitHub","egrandry/mssi-archimate","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","132","200","18"
"53a0b637-90e3-452d-a96c-1d41fb55d5a4","Gambo","GitHub","vojtob/personal.gambo2","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","39","58","4"
"id-ccfa3f08-96c0-453c-96b0-8a55f6469428","The Open Group Information Architecture: Business Intelligence & Analytics and Metadata Management Reference Models","Other","","","en","XML,CSV,JSON,ARCHIMATE","","0","141","108","3"
"id-ca511faf1c904f9981a2af65e3943a6d","tinker","GitHub","olom70/archi-external-use","MIT License","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","292","284","3"
"0dc4bc77","docker-swarm","GitHub","vfarcic/vfarcic.github.io","MIT License","en","XML,CSV,JSON,ARCHIMATE","","0","34","31","11"
"id-ddd76db7694a4269a3e0c285aa46e994","EJPRD","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","77","98","3"
"10b44d99","6b Transform View","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","50","72","1"
